fecproc;dni;id;fecemi;infg;monto;infi;infj;cuota;saldo;infm;info;data2;data3;data4
20240130;102008544;4;20230622;2;1172.98;REG;;847.58;185.19;0;0;0;19000101;
20240130;102008544;5;20230722;2;1158.8;REG;;871.8;160.97;0;0;0;19000101;
20240130;102008544;6;20230822;2;1141.19;REG;;885.7;147.07;0;0;0;19000101;
20240130;102008544;7;20230922;2;1122.97;REG;;905.34;127.43;0;0;0;19000101;
20240130;102008544;8;20231022;2;1105.77;REG;;928.91;103.86;0;0;0;19000101;
20240130;102008544;9;20231122;2;1086;REG;;946;86.77;0;0;0;19000101;
20240130;102008544;10;20231222;2;1066.68;REG;;969.12;63.65;0;0;0;19000101;
20240130;102008544;11;20240122;2;1045.37;REG;;988.46;44.31;0;0;0;19000101;
20240130;102008544;12;20240222;1;1039.72;REG;;1010.32;22.4;0;0;0;19000101;
20240130;102008865;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008865;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102009506;1;20230810;2;3417.86;REG;;0;3200.86;0;0;0;19000101;
20240130;102008865;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102009506;2;20230911;2;1767.32;REG;;965.83;346.03;0;0;0;19000101;
20240130;102008865;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102009506;3;20231010;2;1760.07;REG;;1098.29;262.42;0;0;0;19000101;
20240130;102008865;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102009506;4;20231110;2;1720.08;REG;;1187.14;219.7;0;0;0;19000101;
20240130;102008865;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;102009506;5;20231211;2;1678.03;REG;;1306.88;153.44;0;0;0;19000101;
20240130;102009506;6;20240110;2;1627.75;REG;;1441.86;77.82;0;0;0;19000101;
20240130;103001939;1;20220811;3;0;REG;;266.93;125.05;0;22.51;3.95;20220812;20220812
20240130;103001939;2;20220912;2;553.66;REG;;301.21;96;0;17.28;8.6;19000101;20220922
20240130;103001939;3;20221011;2;652.33;REG;;329.9;71.69;0;12.9;3.5;19000101;20220922
20240130;103001939;4;20221111;2;665.46;REG;;344.78;59.08;0;0;0;19000101;
20240130;103001939;5;20221212;2;667.36;REG;;366.58;40.6;0;0;0;19000101;
20240130;103001939;6;20230111;2;667.79;REG;;390.6;20.25;0;0;0;19000101;
20240130;102010035;1;20230923;3;0;REG;;109.85;885.65;0;0;4.5;20230121;20230121
20240130;102010035;2;20231023;2;488.26;REG;;345.86;86.42;0;0;0;19000101;
20240130;102010035;3;20231123;2;473.5;REG;;359.26;73.02;0;0;0;19000101;
20240130;102010035;4;20231223;2;458.06;REG;;378.1;54.18;0;0;0;19000101;
20240130;102010035;5;20240123;2;440.91;REG;;394.13;38.15;0;0;0;19000101;
20240130;102010035;6;20240223;1;436.82;REG;;412.8;19.52;0;0;0;19000101;
20240130;102009098;1;20221114;3;0;REG;;2879.57;1945.83;0;0;57.5;20221013;20221013
20240130;102009098;2;20221213;3;0;REG;;3178.13;1647.27;0;0;57.5;20221013;20221013
20240130;102009098;3;20230113;3;0;REG;;3195.22;1630.18;0;0;57.5;20221013;20221013
20240130;102009098;4;20230213;3;0;REG;;3328.97;1496.43;0;0;57.5;20221013;20221013
20240130;102009098;5;20230313;3;0;REG;;3602.1;1223.3;0;0;57.5;20221013;20221013
20240130;102009098;6;20230413;3;0;REG;;3619.12;1206.28;0;0;57.5;20221013;20221013
20240130;102009098;7;20230513;3;0;REG;;3805.32;1020.08;0;0;57.5;20221013;20221013
20240130;102009098;8;20230613;3;0;REG;;3929.92;895.48;0;0;57.5;20221013;20221013
20240130;102009098;9;20230713;2;4996.58;REG;;4118.48;706.92;0;0;57.5;19000101;20221013
20240130;102009098;10;20230814;2;5833.9;REG;;4248.43;576.97;0;0;0;19000101;
20240130;102009098;11;20230913;2;5703.22;REG;;4457.21;368.19;0;0;0;19000101;
20240130;102009098;12;20231013;2;5552.04;REG;;4637.53;187.75;0;0;0;19000101;
20240130;102010344;1;20231111;2;664.83;REG;;431.47;167.46;0;0;0;19000101;
20240130;102010344;2;20231211;2;644.53;REG;;461.03;138.63;0;0;0;19000101;
